Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country_Region,City,State_Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Days To Ship,Ship Days,First Order,Manufacturer,Order Priority,Gender,Holiday ID,Is Holiday,Delivery Date,Return ID,Is Returned,Shipment Status
537,US-2021-156349,26-05-2021 00:00,30-05-2021 00:00,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10000441,Technology,Phones,VTech DS6151,209.98,2,0.2,58.8,4 days,4,14-02-2021 00:00,Vtech,High,Female,0,Business Working Day,02-06-2021 00:00,0,FALSE,Delayed
4276,US-2023-129238,31-01-2023 00:00,04-02-2023 00:00,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,136.99,1,0.2,35.62,4 days,4,18-03-2021 00:00,ATT,Medium,Male,0,Business Working Day,07-02-2023 00:00,0,FALSE,Delayed
3646,US-2022-130183,13-11-2022 00:00,17-11-2022 00:00,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Houston,Texas,77041,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",639.6,3,0.32,112.86,4 days,4,02-11-2021 00:00,Atlantic,High,Male,0,Weekend Holidays,20-11-2022 00:00,0,FALSE,Delayed
3647,US-2022-104948,13-11-2022 00:00,17-11-2022 00:00,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Bernardino,California,92404,West,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,803.92,4,0.15,80.4,4 days,4,15-08-2021 00:00,O'Sullivan,Medium,Male,0,Weekend Holidays,20-11-2022 00:00,0,FALSE,Delayed
3648,US-2022-115798,13-11-2022 00:00,19-11-2022 00:00,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,182.13,3,0,24.42,6 days,6,25-07-2021 00:00,Bestar,Medium,Male,0,Weekend Holidays,22-11-2022 00:00,0,FALSE,Delayed
3649,US-2022-144519,13-11-2022 00:00,17-11-2022 00:00,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Helena,Montana,59601,West,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",63.98,7,0,21.77,4 days,4,14-07-2021 00:00,Eldon,High,Male,0,Weekend Holidays,20-11-2022 00:00,0,FALSE,Delayed
3650,US-2022-153073,13-11-2022 00:00,13-11-2022 00:00,Same Day,HA-14905,Helen Abelman,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",24.3,9,0.6,10.44,0 days,0,30-06-2021 00:00,Eldon,Medium,Female,0,Weekend Holidays,13-11-2022 00:00,0,FALSE,On Time
3656,US-2022-115798,13-11-2022 00:00,19-11-2022 00:00,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",42.28,7,0,19.88,6 days,6,25-07-2021 00:00,Adams,Medium,Male,0,Weekend Holidays,22-11-2022 00:00,0,FALSE,Delayed
1572,US-2021-159618,12-11-2021 00:00,16-11-2021 00:00,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036,Central,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,16.68,6,0.2,-0.36,4 days,4,12-11-2021 00:00,Acco,Medium,Male,0,Business Working Day,19-11-2021 00:00,0,FALSE,Delayed
10102,US-2024-117443,23-12-2024 00:00,25-12-2024 00:00,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,Rockford,Illinois,61107,Central,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,219.84,4,0.2,107.72,2 days,2,19-08-2021 00:00,Xerox,High,Female,0,Business Working Day,30-12-2024 00:00,0,FALSE,On Time
8893,US-2024-144904,25-09-2024 00:00,01-10-2024 00:00,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0,9.94,6 days,6,24-08-2022 00:00,Avery,Medium,Female,0,Business Working Day,04-10-2024 00:00,0,FALSE,Delayed
8894,US-2024-116939,25-09-2024 00:00,29-09-2024 00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Richmond,Virginia,23223,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,142.05,5,0,33.55,4 days,4,23-07-2021 00:00,Stanley,High,Male,0,Business Working Day,02-10-2024 00:00,0,FALSE,Delayed
675,US-2021-104283,27-06-2021 00:00,01-07-2021 00:00,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",306.2,5,0,0,4 days,4,27-06-2021 00:00,SAFCO,Medium,Female,0,Weekend Holidays,04-07-2021 00:00,0,FALSE,Delayed
676,US-2021-104283,27-06-2021 00:00,01-07-2021 00:00,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96,4,0,53.76,4 days,4,27-06-2021 00:00,Sony,Medium,Female,0,Weekend Holidays,04-07-2021 00:00,0,FALSE,Delayed
3657,US-2022-111199,13-11-2022 00:00,17-11-2022 00:00,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,115.29,3,0.2,41.52,4 days,4,18-11-2021 00:00,Xerox,High,Male,0,Weekend Holidays,20-11-2022 00:00,0,FALSE,Delayed
3494,US-2022-109862,25-10-2022 00:00,30-10-2022 00:00,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Newark,Delaware,19711,East,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,158.99,1,0,41.34,5 days,5,10-06-2021 00:00,Clearone,Medium,Female,0,Business Working Day,02-11-2022 00:00,0,FALSE,Delayed
3543,US-2022-113145,01-11-2022 00:00,05-11-2022 00:00,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,42.95,1,0,1.29,4 days,4,04-08-2021 00:00,Plantronics,Medium,Female,0,Business Working Day,08-11-2022 00:00,0,FALSE,Delayed
3183,US-2022-140984,14-09-2022 00:00,18-09-2022 00:00,Standard Class,CC-12685,Craig Carroll,Consumer,United States,New York City,New York,10011,East,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,12.96,9,0.2,4.5,4 days,4,22-03-2021 00:00,Wilson,Medium,Male,0,Business Working Day,21-09-2022 00:00,72,TRUE,Delayed
142,US-2021-111157,02-03-2021 00:00,06-03-2021 00:00,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,4.28,1,0.2,1.93,4 days,4,02-03-2021 00:00,Xerox,High,Female,0,Business Working Day,09-03-2021 00:00,0,FALSE,Delayed
9803,US-2024-148691,03-12-2024 00:00,09-12-2024 00:00,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,109.59,1,0,9.59,6 days,6,03-07-2024 00:00,ATT,Medium,Male,0,Business Working Day,12-12-2024 00:00,0,FALSE,Delayed
2176,US-2022-138485,27-02-2022 00:00,01-03-2022 00:00,Second Class,NP-18670,Nora Paige,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,485.01,9,0,72.72,2 days,2,27-02-2022 00:00,Microsoft,Medium,Female,0,Weekend Holidays,06-03-2022 00:00,0,FALSE,On Time
3659,US-2022-104948,13-11-2022 00:00,17-11-2022 00:00,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Bernardino,California,92404,West,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,29.96,7,0,13.51,4 days,4,15-08-2021 00:00,Xerox,Medium,Male,0,Weekend Holidays,20-11-2022 00:00,0,FALSE,Delayed
3661,US-2022-156867,13-11-2022 00:00,17-11-2022 00:00,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,298.62,6,0.2,32.82,4 days,4,03-05-2022 00:00,Logitech,Medium,Female,0,Weekend Holidays,20-11-2022 00:00,0,FALSE,Delayed
3664,US-2022-115798,13-11-2022 00:00,19-11-2022 00:00,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,71.98,2,0,25.2,6 days,6,25-07-2021 00:00,Iottie,Medium,Male,0,Weekend Holidays,22-11-2022 00:00,0,FALSE,Delayed
3667,US-2022-123141,14-11-2022 00:00,19-11-2022 00:00,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Rio Rancho,New Mexico,87124,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.37,3,0.2,58.32,5 days,5,05-08-2021 00:00,Global,Medium,Male,0,Business Working Day,22-11-2022 00:00,0,FALSE,Delayed
3668,US-2022-123141,14-11-2022 00:00,19-11-2022 00:00,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Rio Rancho,New Mexico,87124,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,773.36,4,0.2,116.6,5 days,5,05-08-2021 00:00,SAFCO,Medium,Male,0,Business Working Day,22-11-2022 00:00,0,FALSE,Delayed
440,US-2021-166457,05-05-2021 00:00,09-05-2021 00:00,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,24.56,2,0,11.54,4 days,4,05-05-2021 00:00,Xerox,Medium,Male,0,Business Working Day,14-05-2021 00:00,0,FALSE,On Time
3670,US-2022-154746,14-11-2022 00:00,17-11-2022 00:00,First Class,PJ-18835,Patrick Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.11,3,0,322.17,3 days,3,28-05-2021 00:00,Honeywell,Critical,Male,0,Business Working Day,18-11-2022 00:00,0,FALSE,Delayed
3671,US-2022-111927,14-11-2022 00:00,19-11-2022 00:00,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Dover,Delaware,19901,East,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",15.96,2,0,5.38,5 days,5,06-01-2021 00:00,Avery,Medium,Female,0,Business Working Day,22-11-2022 00:00,0,FALSE,Delayed
4160,US-2022-117415,27-12-2022 00:00,31-12-2022 00:00,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.16,4,0.2,41.76,4 days,4,06-05-2021 00:00,Plantronics,Medium,Male,0,Business Working Day,03-01-2023 00:00,0,FALSE,Delayed
935,US-2021-164616,19-08-2021 00:00,21-08-2021 00:00,Second Class,MS-17770,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,43229,East,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,11.48,2,0.2,3.44,2 days,2,04-07-2021 00:00,Acme,Critical,Male,0,Business Working Day,26-08-2021 00:00,0,FALSE,On Time
126,US-2021-103744,23-02-2021 00:00,27-02-2021 00:00,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.7,3,0.8,6.42,4 days,4,23-02-2021 00:00,GBC,Medium,Male,0,Business Working Day,02-03-2021 00:00,5,TRUE,Delayed
9673,US-2024-132185,27-11-2024 00:00,02-12-2024 00:00,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,54.48,1,0.2,15.25,5 days,5,30-09-2021 00:00,Belkin,Medium,Male,0,Business Working Day,05-12-2024 00:00,0,FALSE,Delayed
2372,US-2022-111164,11-04-2022 00:00,15-04-2022 00:00,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,17.59,1,0,6.16,4 days,4,11-04-2021 00:00,Otterbox,Medium,Male,0,Business Working Day,18-04-2022 00:00,0,FALSE,Delayed
5736,US-2023-148957,17-09-2023 00:00,23-09-2023 00:00,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Redmond,Washington,98052,West,OFF-LA-10002195,Office Supplies,Labels,Avery 481,12.32,4,0,5.92,6 days,6,20-05-2021 00:00,Avery,Medium,Male,0,Weekend Holidays,26-09-2023 00:00,280,TRUE,Delayed
10151,US-2024-134404,27-12-2024 00:00,27-12-2024 00:00,Same Day,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,43055,East,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,16.56,4,0.2,6.96,0 days,0,25-09-2022 00:00,BIC,Medium,Male,0,Business Working Day,27-12-2024 00:00,0,FALSE,On Time
1835,US-2021-169649,09-12-2021 00:00,15-12-2021 00:00,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Chicago,Illinois,60653,Central,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,10.56,2,0.2,5.06,6 days,6,21-03-2021 00:00,Arkon,Medium,Male,0,Business Working Day,18-12-2021 00:00,0,FALSE,Delayed
1836,US-2021-109932,09-12-2021 00:00,11-12-2021 00:00,First Class,VP-21760,Victoria Pisteka,Corporate,United States,Brownsville,Texas,78521,Central,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,13.36,2,0.2,6.42,2 days,2,06-09-2021 00:00,Xerox,High,Female,0,Business Working Day,12-12-2021 00:00,0,FALSE,Delayed
3266,US-2022-158421,21-09-2022 00:00,26-09-2022 00:00,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,85.96,7,0,24.08,5 days,5,12-06-2022 00:00,Ricoh,Medium,Female,0,Business Working Day,29-09-2022 00:00,0,FALSE,Delayed
3677,US-2022-137897,14-11-2022 00:00,19-11-2022 00:00,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,47.92,2,0,19.16,5 days,5,28-05-2021 00:00,Imation,Medium,Male,0,Business Working Day,22-11-2022 00:00,0,FALSE,Delayed
3679,US-2022-138674,14-11-2022 00:00,17-11-2022 00:00,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,199.96,4,0.2,70,3 days,3,04-04-2021 00:00,Plantronics,Critical,Male,0,Business Working Day,18-11-2022 00:00,0,FALSE,Delayed
1390,US-2021-100916,21-10-2021 00:00,26-10-2021 00:00,Standard Class,FH-14275,Frank Hawley,Corporate,United States,Newport News,Virginia,23602,South,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,473.04,4,0,89.88,5 days,5,06-04-2021 00:00,Hon,Medium,Male,0,Business Working Day,29-10-2021 00:00,0,FALSE,Delayed
9368,US-2024-149888,07-11-2024 00:00,13-11-2024 00:00,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,291.96,4,0.4,-31.76,6 days,6,06-07-2021 00:00,Bevis,Medium,Female,0,Business Working Day,16-11-2024 00:00,0,FALSE,Delayed
6973,US-2024-121790,30-01-2024 00:00,06-02-2024 00:00,Standard Class,LP-17095,Liz Preis,Consumer,United States,Aurora,Illinois,60505,Central,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,39.6,4,0.2,10.68,7 days,7,06-06-2023 00:00,Acme,Medium,Female,0,Business Working Day,09-02-2024 00:00,0,FALSE,Delayed
3598,US-2022-111990,08-11-2022 00:00,13-11-2022 00:00,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,35.94,6,0.8,12.12,5 days,5,17-06-2021 00:00,Wilson,Medium,Male,0,Business Working Day,16-11-2022 00:00,0,FALSE,Delayed
3680,US-2022-145324,15-11-2022 00:00,19-11-2022 00:00,Standard Class,DH-13675,Duane Huffman,Home Office,United States,Harrisonburg,Virginia,22801,South,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,2,0,14.38,4 days,4,12-08-2021 00:00,Others,High,Male,0,Business Working Day,22-11-2022 00:00,0,FALSE,Delayed
3681,US-2022-138954,15-11-2022 00:00,17-11-2022 00:00,First Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,119.04,6,0,35.7,2 days,2,27-05-2021 00:00,Newell,Critical,Female,0,Business Working Day,18-11-2022 00:00,0,FALSE,Delayed
783,US-2021-127866,20-07-2021 00:00,23-07-2021 00:00,First Class,JD-15895,Jonathan Doherty,Corporate,United States,Riverside,California,92503,West,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,2,0,15.1,3 days,3,26-03-2021 00:00,Maxell,High,Male,0,Business Working Day,24-07-2021 00:00,0,FALSE,Delayed
3682,US-2022-129525,15-11-2022 00:00,20-11-2022 00:00,Standard Class,VP-21760,Victoria Pisteka,Corporate,United States,Toledo,Ohio,43615,East,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",273.91,13,0.7,99.32,5 days,5,06-09-2021 00:00,Wilson,Medium,Female,0,Business Working Day,23-11-2022 00:00,0,FALSE,Delayed
3683,US-2022-138954,15-11-2022 00:00,17-11-2022 00:00,First Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,36.42,6,0.2,17.1,2 days,2,27-05-2021 00:00,Cardinal,Critical,Female,0,Business Working Day,18-11-2022 00:00,0,FALSE,Delayed
3685,US-2022-113173,15-11-2022 00:00,17-11-2022 00:00,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653,Central,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,250.29,9,0.2,52.11,2 days,2,14-03-2021 00:00,Holmes,Medium,Male,0,Business Working Day,22-11-2022 00:00,0,FALSE,On Time
3444,US-2022-118766,15-10-2022 00:00,22-10-2022 00:00,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75217,Central,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,5.58,1,0.2,2.79,7 days,7,20-10-2021 00:00,Stanley,Low,Female,0,Weekend Holidays,25-10-2022 00:00,0,FALSE,Delayed
2479,US-2022-115238,30-04-2022 00:00,04-05-2022 00:00,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lawrence,Massachusetts,1841,East,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",209.5,10,0,58.7,4 days,4,21-01-2021 00:00,Iceberg,Medium,Female,0,Weekend Holidays,07-05-2022 00:00,0,FALSE,Delayed
8946,US-2024-129378,01-10-2024 00:00,02-10-2024 00:00,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",193.58,2,0,45.38,1 day,1,24-11-2023 00:00,Belkin,High,Female,0,Business Working Day,03-10-2024 00:00,0,FALSE,On Time
3687,US-2022-113173,15-11-2022 00:00,17-11-2022 00:00,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,8.7,5,0.2,0.15,2 days,2,14-03-2021 00:00,Stanley,Low,Male,0,Business Working Day,22-11-2022 00:00,0,FALSE,On Time
10003,US-2024-137428,16-12-2024 00:00,21-12-2024 00:00,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,24.3,5,0.2,8.55,5 days,5,06-04-2021 00:00,Prestige,High,Male,0,Business Working Day,26-12-2024 00:00,0,FALSE,On Time
7554,US-2024-119914,04-05-2024 00:00,09-05-2024 00:00,Second Class,CC-12220,Chris Cortes,Consumer,United States,Westminster,California,92683,West,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",243.16,2,0,72.94,5 days,5,09-09-2021 00:00,Acco,Medium,Male,0,Weekend Holidays,14-05-2024 00:00,0,FALSE,On Time
4322,US-2023-162859,15-02-2023 00:00,22-02-2023 00:00,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10009,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,4,0,3.56,7 days,7,09-05-2021 00:00,Advantus,Low,Male,0,Business Working Day,25-02-2023 00:00,0,FALSE,Delayed
1239,US-2021-125136,28-09-2021 00:00,03-10-2021 00:00,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,13.36,2,0.2,6.42,5 days,5,28-09-2021 00:00,Xerox,Medium,Male,0,Business Working Day,06-10-2021 00:00,0,FALSE,Delayed
1854,US-2021-113320,12-12-2021 00:00,15-12-2021 00:00,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601,West,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,8.94,3,0,0.63,3 days,3,12-12-2021 00:00,Woodgrain,High,Male,0,Weekend Holidays,20-12-2021 00:00,0,FALSE,On Time
3840,US-2022-138009,29-11-2022 00:00,03-12-2022 00:00,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",523.48,4,0,130.88,4 days,4,21-10-2021 00:00,Mophie,High,Female,0,Business Working Day,06-12-2022 00:00,0,FALSE,Delayed
4332,US-2023-123274,19-02-2023 00:00,24-02-2023 00:00,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",35.56,2,0,8.8,5 days,5,23-05-2021 00:00,Impressions,Medium,Male,0,Weekend Holidays,27-02-2023 00:00,0,FALSE,Delayed
3689,US-2022-145394,16-11-2022 00:00,20-11-2022 00:00,Standard Class,MC-17605,Matt Connell,Corporate,United States,Chicago,Illinois,60610,Central,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",86.26,2,0.6,36.22,4 days,4,19-03-2021 00:00,Howard,Medium,Male,0,Business Working Day,23-11-2022 00:00,0,FALSE,Delayed
3692,US-2022-135685,16-11-2022 00:00,18-11-2022 00:00,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.3,3,0,26.01,2 days,2,28-03-2021 00:00,Lesro,Medium,Male,0,Business Working Day,23-11-2022 00:00,0,FALSE,On Time
3695,US-2022-135685,16-11-2022 00:00,18-11-2022 00:00,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,179.82,9,0,84.51,2 days,2,28-03-2021 00:00,Xerox,Medium,Male,0,Business Working Day,23-11-2022 00:00,0,FALSE,On Time
3696,US-2022-145394,16-11-2022 00:00,20-11-2022 00:00,Standard Class,MC-17605,Matt Connell,Corporate,United States,Chicago,Illinois,60610,Central,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",26.86,2,0.2,6.98,4 days,4,19-03-2021 00:00,Neatdesk,Medium,Male,0,Business Working Day,23-11-2022 00:00,0,FALSE,Delayed
3700,US-2022-126725,17-11-2022 00:00,21-11-2022 00:00,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,281.96,2,0.2,59.22,4 days,4,23-06-2021 00:00,Office-Star,High,Male,0,Business Working Day,24-11-2022 00:00,0,FALSE,Delayed
3701,US-2022-110863,17-11-2022 00:00,24-11-2022 00:00,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,1191.5,5,0,251.55,7 days,7,22-06-2021 00:00,Hon,Medium,Female,0,Business Working Day,27-11-2022 00:00,0,FALSE,Delayed
3702,US-2022-126725,17-11-2022 00:00,21-11-2022 00:00,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,36.6,3,0,15.36,4 days,4,23-06-2021 00:00,Advantus,High,Male,0,Business Working Day,24-11-2022 00:00,0,FALSE,Delayed
210,US-2021-118339,17-03-2021 00:00,24-03-2021 00:00,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",47.18,7,0,23.59,7 days,7,17-03-2021 00:00,Maxell,Medium,Male,0,Business Working Day,27-03-2021 00:00,0,FALSE,Delayed
2545,US-2022-119291,14-05-2022 00:00,17-05-2022 00:00,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",198.24,8,0.2,50.16,3 days,3,19-03-2022 00:00,Boston,Medium,Male,0,Weekend Holidays,18-05-2022 00:00,0,FALSE,Delayed
10082,US-2024-104927,22-12-2024 00:00,26-12-2024 00:00,Standard Class,AG-10330,Alex Grayson,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,94.85,5,0.2,45.55,4 days,4,03-08-2023 00:00,Xerox,Medium,Male,0,Weekend Holidays,29-12-2024 00:00,0,FALSE,Delayed
